# dataset: plural-rules
# source: cldr
# authority: Unicode Consortium
# origin: common/supplemental/plurals.xml and ordinals.xml, rule conditions without their samples
# pin: release-48-2
# published: 2026-03-17
# licence: Unicode-3.0
# licence-url: https://www.unicode.org/license.txt
# licence-note: Unicode License v3 grants distribution of the Data Files
# licence-verified: 2026-07-26
# cadence: two major releases per year, plus point releases
# compiled-in: true
# columns: language,kind,category,rule
wa	cardinal	other	
wae	cardinal	one	n = 1
wae	cardinal	other	
wo	cardinal	other	
xh	cardinal	one	n = 1
xh	cardinal	other	
xog	cardinal	one	n = 1
xog	cardinal	other	
yi	cardinal	one	i = 1 and v = 0
yi	cardinal	other	
yo	cardinal	other	
yue	cardinal	other	
yue	ordinal	other	
zh	cardinal	other	
zh	ordinal	other	
zu	cardinal	one	i = 0 or n = 1
zu	cardinal	other	
zu	ordinal	other	
